,Job_Name,Link,Machine Learning,Big Data,NLP,Visualisation,Data Mining/Analytics,Deep Learning,Mathematics,Object-oriented programming,Python,R,Java,Scala,C/C++,MATLAB,Excel,SAS,SQL/databases,NoSQL,SPSS,Stata,AWS Cloud,Google Cloud,Databricks,Azure,IBM,API,Operations research,DevOps,Git,Critical Thinking,Effective Communication,Problem Solving,Team building,Work Ethic,Project Management,Time Management,Management,Innovation,Leadership,SDLC,Decision Making,Consulting
98,Data Science Co-op,https://www.indeed.ca/rc/clk?jk=7dd3b1596e9063bf&fccid=1005cea9bf029d17&vjs=3,1,,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,
99,Data Science Engineer,https://www.indeed.ca/rc/clk?jk=2c87bb9f4e38a36c&fccid=4c22ae79cf9a9685&vjs=3,1,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,
100,Data Scientist/Time Series,https://www.indeed.ca/rc/clk?jk=e97e7d4b249d30c2&fccid=ca1eb7a6353c159a&vjs=3,1,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,1,1,,,,1,1,,1,,,1
101,Principal NLP Scientist,https://www.indeed.ca/rc/clk?jk=fb461a65d46f15cf&fccid=9852e758cf195f01&vjs=3,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
102,Machine Learning Engineer,https://www.indeed.ca/company/Adeptmind-Inc./jobs/Machine-Learning-Engineer-65bcf55f13bc7bbd?fccid=31196f4f50c270cb&vjs=3,1,1,1,,1,1,,1,1,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,1,,,1,,
103,"Engineering Manager, Data Science",https://www.indeed.ca/rc/clk?jk=69173fa45bf65a86&fccid=a4813de415be0594&vjs=3,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,1,,,
104,Machine Learning Engineer,https://www.indeed.ca/rc/clk?jk=a5d9dfc4a2cb3e8e&fccid=915b1c0ee87e5e8a&vjs=3,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,
105,"Senior Data Analyst, Marketing Analytics",https://www.indeed.ca/rc/clk?jk=95f11e784032c067&fccid=d9424d2494bb17e7&vjs=3,,,,1,1,1,1,,1,,,,,,1,,,,,,,1,,,,,,,1,1,1,,,,,,,,1,,,
106,Data Science Specialist,https://www.indeed.ca/rc/clk?jk=360e51a261f05990&fccid=f9ed656b63c620fc&vjs=3,,,,,1,,1,,1,1,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,
107,Senior Data Scientist (NLP),https://www.indeed.ca/rc/clk?jk=1ff45a972fc8727d&fccid=935bdcc8ea6ea513&vjs=3,1,1,1,,1,1,,,1,,,,1,,1,,,,,,,,,,,,,,1,1,1,,,1,,,1,1,1,,,1
108,Learn more about our Digital Analytics team!,https://www.indeed.ca/rc/clk?jk=aa8153f46977e8a2&fccid=3002307a9e5b4706&vjs=3,,1,,,1,,,,1,1,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,1,,,,
109,"Data Scientist, Team Lead",https://www.indeed.ca/rc/clk?jk=a51f29616f2d869d&fccid=2dd390c3a48a7ed0&vjs=3,1,,1,,1,,1,,,,,,,,1,,,,,,1,1,,1,,,1,,,1,1,,,,,,,,,,,
110,Data Scientist - Price Point – Start-up company,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BJik0eOC2RiRcwALxZHhvolY0CiBGpIrD3jqHmT6hgcj9GGUq3nwzxcDRn3ID9hoVNHpFJfiMZVEii0Cjbtagb3mhNDEo_oIHpFMg9rCWYzYfQN4HIi5Iz2oA57hgnhTPzzOvyQ_a7LX3zRK22bHJRRSaN0PAPBBB3IrcOYUTwEWe1qBSsIqdsTc8cjvJtcVUhhPVPiAofV3SSTFwAl9hxy7Xevtkxe-0lTvv0uDVDNFl5rXYokdofwdRnal3mtkVpob3bmbSFCS9W1H26CpvSRtAV47A6D8YlDq546nUEukcUEvSdCRPG1Tr0i1Qmh-BYF6lC_it4vW_eaIifwZvrvpnMb7GcpBvO_ivbXGtPQEuz5B8KJGAlYwdrS6V8NZVQ60b8jf4WtSnVBuCWGICM7GmEWZHZrdo833PHaJbdSoDwLEYwx8jolMDdvW1fSvWwcFseJg_hMNuG4rM-OjEuV2OIVqjo3PDbfxxHNQhT2nHMkuJQP6pggqzytauezlhPc4IzqH5Oox4oi5Gp6V3k-YZAYBH9m7IdGHIlyJMFPkCRJvPB8lxg4syxx7YQRIZkVw-8l5Yb6g==&p=26&fvj=0&vjs=3,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,"Data Scientist, Financial Crimes and Cybersecurity, Senior Associate",https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CFuo8Y6gfchSUHQ1--N7NldjQkI7yBNtHdUdaTqsTp_wgBx-mCezkojpE1FqImCDcdMpTknceFKa1yqHEfg7eAzIRiEPi0KnsHBrUZqxbRZ7zRnwJLbU1gJumxWF0-bCwuOKher6Wuzrh9SqRxKGwEj9kdBxL0AjDDyiht_MJFHDNUZTjZ6pqWbHNVTRbghQ6lSOMJo6hUaiM25Js__fGPYT6tqJPwBpGdu3_RydFjH7PUtgwWA7ikgR-4pSvAdtouoN2HM02YdyoPwRFjHQdM6QSL4CizpBF2hdYbc9m_L-KdmcvETyVqb6YG47JBSsgChsEXemaKn5KU99BQ2e8LlHewjTwniXynxZOZKEBw9pum6Mw2UfjehPbAag5ECdYVNfyp1YjtzWAL5ydHEP3qJDhX8KTF2R9CDMNlLbWGEYTBPmcW4afH5tyU-Mf2KiOgsXGIzxkRdlXpzxNyJIByKdY2Xjjz4cpbwE9oZi02GwhvSVLiRQlCkpmnKoGwmPg75WAgALIioI3OwX-oSS-LD-L6GWtbzU3q2OpNmw6JLZCbnL6nr1bFMjOFeDv_vA8ZGsEPFSKBOamizL7PJEY4bpZemxWv5I5BHNJJzKndadpuMDEe9FZk&p=27&fvj=0&vjs=3,1,,,,1,,,,1,1,,,,,,,1,,,,,,,,,,,,1,1,1,,,,,,1,1,1,,,1
112,"Data Scientist, GEMINI (Contract)",https://www.indeed.ca/rc/clk?jk=23d4e4466c83a4f5&fccid=1a9a6d236cf89e9e&vjs=3,1,,,1,1,1,1,,1,1,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,
113,Machine Learning-Summer Internship,https://www.indeed.ca/company/Prepr/jobs/Machine-Learning-Summer-Internship-d6ff4ff86e1e7eab?fccid=24082777b27d1326&vjs=3,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
114,"Data Scientist, Supply Chain/Customer Profitability",https://www.indeed.ca/rc/clk?jk=e1453dc3f640c130&fccid=5fb424bf650ac38a&vjs=3,1,1,,1,1,,,,1,,,,,,,,1,,,,,1,,,,,,,1,,1,,,,,,1,,,,,
115,Part-Time Data Science Instructor,https://www.indeed.ca/rc/clk?jk=ae589f4854531d77&fccid=a4cd0efa7775ecd2&vjs=3,1,1,,1,,,1,,1,1,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,1,,,,
116,Big Data Developer (Cloud),https://www.indeed.ca/company/StackPros-Inc./jobs/Big-Data-Developer-84246ab5e79a7a7d?fccid=efee8d7cab418992&vjs=3,1,1,,1,1,1,,,1,,,1,,,1,,1,,,,1,,,,,,,1,1,1,,,,,,,,,,,,
117,Senior Data Scientist,https://www.indeed.ca/rc/clk?jk=9a574d345ef30465&fccid=8b6902cf5e1e68e5&vjs=3,1,,,1,1,1,1,,,,,1,,,,,,,,,1,1,,1,,,,,,1,,,,,,,,,1,,1,
118,Data Scientist,https://www.indeed.ca/rc/clk?jk=34061b2217ec0d08&fccid=3a429036b3725efa&vjs=3,1,,1,,1,1,1,,1,1,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,
119,"SAP - Data and Analytics Specialist, Omnia AI",https://www.indeed.ca/rc/clk?jk=9d359a502bf3f63d&fccid=9e215d88a6b33622&vjs=3,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,1,,
120,SENIOR DATA SCIENTIST (DIGITAL AND DATA SCIENCE),https://www.indeed.ca/rc/clk?jk=2f09aad511e9553a&fccid=2c209e080b2e73f5&vjs=3,1,,,,,1,1,,1,,1,1,,,,,,,,,,,,,,,,,1,1,1,,,,,,,1,,,,
121,Sr. Data Scientist,https://www.indeed.ca/rc/clk?jk=6c0bbe76522fb952&fccid=f714139b1e4f4df4&vjs=3,1,1,1,,1,1,1,,1,1,,1,,,,,1,,,,1,1,,,,,1,,1,,1,,,,,,1,1,,,,
122,"Data Scientist - Coop (Mississauga, ON)",https://www.indeed.ca/rc/clk?jk=bd1f9ff62ded72e6&fccid=de71a49b535e21cb&vjs=3,,,1,,1,1,,,1,,,1,,,1,,,,,,,,,,1,,,1,,1,1,,,,,,,1,1,,,1
123,Data Analyst,https://www.indeed.ca/rc/clk?jk=176f175513be3181&fccid=14fcbdb0bd2b535f&vjs=3,,1,,1,1,1,1,,1,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,1,,,,
124,Data Science Analyst- Marketing,https://www.indeed.ca/rc/clk?jk=e771e2d86e3a9994&fccid=bc30630cfcc120d4&vjs=3,1,1,,1,1,1,1,,1,1,,,,,1,,1,,,,1,,,,,,,,1,1,1,,1,,,,1,1,1,,,
125,Applied Scientist,https://www.indeed.ca/rc/clk?jk=943895722cc59ae6&fccid=fe2d21eef233e94a&vjs=3,1,1,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,
126,Business Intelligence Analyst,https://www.indeed.ca/rc/clk?jk=212b672fe7b214fe&fccid=4854e96460a20478&vjs=3,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,1,1,1,,,,1,1,1,1,,1,
127,Data Engineer - BI & Data Science,https://www.indeed.ca/rc/clk?jk=25dbbd3fbbdb8ba2&fccid=4e917d9a3b14765d&vjs=3,1,1,,1,,1,1,,1,,1,1,,,,,1,,,,1,,,,,,,,1,,1,,,,,,1,,,1,,
128,Data Analyst - Contract,https://www.indeed.ca/rc/clk?jk=838a6c018a0d182e&fccid=af33012bc464ab62&vjs=3,1,1,,1,1,1,1,,1,,,,,,1,,1,,,,,,,,,,,,1,,1,,,,,,,1,,,,
129,"Applied Scientist, AI Applications - Deep Learning",https://www.indeed.ca/rc/clk?jk=352df2ae66f331c9&fccid=c267f29f0f85e8b8&vjs=3,,,1,,,1,1,,1,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,
130,Big Data Instructor,"https://www.indeed.ca/company/Cestar-College-of-Business,-Health-and-Technology/jobs/Big-Data-Instructor-834b6989c6196abf?fccid=6548244c349e0570&vjs=3",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
131,Senior Data Analyst,https://www.indeed.ca/rc/clk?jk=dd2262031343eeb2&fccid=ea2f3473c53cb525&vjs=3,,,,,1,1,1,,1,,,,,,1,,1,,,,,,,,,,,,1,1,1,,,,,,,,1,,1,1
132,Senior Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DPvDrY7fOi7IBjGen6Dx7RXxfTf3xqH9cPvuoqrlxtCEWGirnFmPeDqLmC0lmmv53RT4c7TfVaEeCaKVRyV_uwnQ0WZWsfo1bn6WZeEBuu9sU3EZXbsctoqXEI3pYPLgSyBty4p-CKJVlNJuqhH5RgZux2kej8PJgnpdx0xJ87aj5miPi8Od8xsgg9Tk5tNhDIdmWXHWhCr_13x7LWZGDB76txPFD2MkrIXP_m-v1IZjEaphcOHH5MRGYotFeY_kQk9QWF2Zy2kjSh7eqSI3Xs14mPz7AfVpZf4o-vsxQy-3wVuFBhlvILdWiPVMRvmK8mxQR9q_vogkUI3nUHljUOaMfLQco4quEuEn6Hm7J6uPwfZADIQkUX8KLt2gsQ_fky71RTtQG7HOdk-QguHIeyMtiI_sNZ2H8TzaPefB58_1c4tLe5_0JInx-gVXaoELIdRzq9tbL5KqG7qOQ6KevuPbhKINfsxmYUU_8Qx49kaGxllp_J6REQ1UU_kwIYqS8jutnPqdIfJNoEX8JT_nMNUMgTrSYpgr8gumYGHxC-yPjeum7ZhFxoP1HwBk9Re64=&p=20&fvj=0&vjs=3,1,,1,,1,1,1,,1,1,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,
133,Python Data Scientist - Research and Engineering,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BFUzwZI7hB6sL3-1CSRuneG5TadXY2WMHKQsf1P6r6k45m7TN6EVbfDXe_axt3BS7b6n5egkEfAym44vnFG7hMQfQR9CMQJY7kizhXvr3KH6LDtowaKUEt7PpbGXqDrHT7Jth6vyLAa51j_VZf5cBffg5pBda816ZUiy6m73uas4KwZqQAMlPNZme810lAY3t6Loeua0hOyox6wuQrR8oG044z8rtvQ11ZHJtJewoYB0fSeWsIhrjMNdi17w8xI0o2pIysyPuaLzcbZ4TFrWL_tW7bjZT9dkkLN__4T1JxKkQUnhLTyeWXXvNOMjQc2iAAV_n4Y3U3hClhMFOc3HhEn5NiJESKv4qDgsAZXeEDsFlgr2gd2cgKqk0zbzlfk9t-ErWITbU89R7tKJQ01jOfUqtrB9kNvpMsT-ByQ-RzxZoiDPT0ApD92m1DDfvYmS6icOgqc3BFEteePOsGqNaWCSnVkMcWjNa4A4Fo4dh0OQ==&p=21&fvj=1&vjs=3,1,1,1,1,1,1,1,,1,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,1,1,,,
134,Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DznJ5LOB8Sxa7QeEp9Xu-7tmqymb8VetCdACJvEZcmjLc7NxI4nl05s9y4FYYvp4ZyoOtZSbXRe2a3zpGcFuqApy31lt2V0W7jSAKgf8m4RxlrxXtm2Yi7bMznNljQDNFsAXrnOWrm8s-G4yQ2XN3llIVSvPkOSYgtHJvGe8WNtKRBIZbDCl55tVl2rE5FSx3344FUAfpfWMgE65T-4264W7M3wNAH8qBmQ5M0wcXlGIfOr3PzqAfc_EH5_7v5-B288n5UfWY3ZsU51v_3NiF5flSO8ecHVOr1tAlAtZ19nEu4vrnYTjOCcZnnZhNFa9LjpoOGHdluJ6tqtcL74LxMO_rNZZFHTOOrTQ2a0TvksCgGhX8Vq9plL1I05st62Q7zvtnnYQSimRphUfY-TCKlAGyMLH4C8OMgUqfcBXXMFfVkq1X1FW3eV6HxqkvH2Sc=&p=22&fvj=1&vjs=3,1,1,1,1,1,,,,1,,,,,,1,,1,,,,1,1,,1,,,,,1,1,1,1,1,1,1,1,1,1,,,,
135,Big Data Instructor,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CYMvVl1R3x4HhPmDe20s-Dsm8iEII5uyjFc-sLJEUXzLh2VAYLKF2jRQ5wKCQUQVEJBRfM7UITcbgLYL356kofBJUIJujXzN2DBReUeYkT1QzGkRR1PNVAGuESHqOPpvZdtigSrw45ao3-nzuu-x3yMyS3cTLhaTbB6EkBd7cmBZ5Cy4nNTE6784SwcpHtI4tfBcI8hxLHGSrq51qgFmcQc8iYrd9hRNy1mLEjW52FSAqpWELhDpZUo67ahWMvkbDr4FfjyNi2Ri7u81MtuywvB2DhXd_GbvOGh-GV5eF_1mz72N486Ts66atB70noujrGEcPxuRTe20254jTkNlZ9YNbQTbLmkKP15YSDYAhKDuX9ykoK9_vrYN-N8HQDQbYjFi4oMzcBMxywOqXi36gCmdDFVPlCQ1aw4ZA8viDYxZx1seeGkWAWcvhivbH0LQqGzPP5IrE_IQ==&p=23&fvj=1&vjs=3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
136,Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0AXBtxsLe9m2KRj_jCBdk184ANefrLFEPSzBzUevTHxVwzdFFWiCuUFfaZuy5dwRaMj5mCL0UEU0zImT-niN5AwOtL7_oWvk0ODx5hsNu4bQngYuf22su9ZAmnXrFu6_RTciQEPhjyJuMTyRq5voyJQoLFiGOz0vYxEgL2oQm_XVq0JoSuVzvRsBAU1UuZKpd3BxenSEFKWVLhiJESRI6DV2npJsPVRKiOw_YpARlRZ-4PQZW4nzHphwMzTs9uPg8nuyOK7pDd8atOd2gG69KnT_LxLyq3uyMrz0_qW6RGnPehSOS7ar6MTJsTc5RUP92Co-gcj1Gs5olUA6V14O-HqAzGaeNGKIrRK5cibT_Wwd-wi8gGtBoS-vWb8fjMsriMCRiN1GJcUg6jmCwfcN5OBp6sUGE1k2w41ahm2QFY8gHFtlFNvzxbrHQWL9QU83YX-LdGCYA33yZqFBtL86GeVKGJb2lJuL2k=&p=24&fvj=1&vjs=3,,,,,1,1,,,,,,,,,1,1,1,,,,,,,,,,,,1,1,,,,,,,1,,,,,
137,Big Data Operations Specialist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DfaJzxeKsHg3yNa09Lu8cQQduvjegwzxl5yjE4sdO8aCQ7r433WSCgz7HcYFllrIDsHBe4z3rcFtA5i1J5G4FbQMDoOPjw874oHHM5HAs3M9-kNVuGFDx-C2Qyis7Vbs-NfuFaJ6u0bZw_pp4CQuhtaewMu6iFdeioZxuMVQzpEUW5xnWIqjZlUREkHnJ_nmDS-f4xTg0gSJkBRYG_K7kmPzBQsD2Eo0XHERwRnJgRAmWZOGttm31swi3xgoOatzMDeDDsURsv6JX7XhszkABc_xKRQODtCCY8rap7uyrkpQq6Eqdm0uKA7__7Z6N_bWaLoconG7jiWa0FvZ-8_IJc3R2BP56PrqCigoWO9MCEucgoGv0483yXsvH_pxYhjZACHZNjPtiybApQajJxu-7EWzV1FPPmR8SSe86wtWhucz9dtmq0ygYo6CN7V4cZh3A3yTyZsEqeWtTMYF3HtWkVM2hyR_XY6sLwxqlIzMmnicW12pfyl4Yri0yfnz1YqUIJ-zzMdvh7InJ2W-SU_Q6eyhCFWBvbfl_6_XrYy0oqB_8AGu76iOs3a8XDZBofpb4=&p=25&fvj=0&vjs=3,,1,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,,1,,,
138,Data Scientist - Price Point – Start-up company,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BJik0eOC2RiRcwALxZHhvolY0CiBGpIrD3jqHmT6hgcj9GGUq3nwzxcDRn3ID9hoVNHpFJfiMZVEii0Cjbtagb3mhNDEo_oIHpFMg9rCWYzYfQN4HIi5Iz2oA57hgnhTPzzOvyQ_a7LX3zRK22bHJRRSaN0PAPBBB3IrcOYUTwEbNJisB4shJGThFY51v33ZxXpfIraHzt1GDwXaIie6Xcy6pDhIdYDj2qU8xDI_aE_wobMicI3vt-nqRkR_TaFbSanQChQ0BnuqUiqHlnSWnxgkD8RJD9HDX49YH6duFyAeUiyBnwZI7RHhinHk37PO7Sglc3yecj3UMP9A6fvY-b0FbBHI_ePAnyTJL1_V4AqbEIJGqIMcdU7AXKd5IHmoWspZE8ZpPYDkVcGXQl4_wuaC5GIBnnkaTv-w57v63LRaFH_HoAzgc83nvda5s-ZSHa4ZCq2BpiHWLA_dIPId2qcZJEAMkgzE42fn9is3n8H4b5TFFUaWL3oX1Y89SJkLWkLluNt2bWFAIVchAWgQ5SA6-qfX51bT1hv9ZSj38mOKDIo5h1G5qUD7PZdJZIiZabRsXFAkHWPg==&p=26&fvj=0&vjs=3,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
139,"Data Scientist, Financial Crimes and Cybersecurity, Senior Associate",https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CFuo8Y6gfchSUHQ1--N7NldjQkI7yBNtHdUdaTqsTp_wgBx-mCezkojpE1FqImCDcdMpTknceFKa1yqHEfg7eAzIRiEPi0KnsHBrUZqxbRZ7zRnwJLbU1gJumxWF0-bCwuOKher6Wuzrh9SqRxKGwEj9kdBxL0AjAYjlT3U8jdylH_WHBaZ_4g7qkVofu7Wf6kpozAaOx686bDNlsZGiGfO0j3WRx-wASlctZuAJB_8gilMGL5YvORYGCHQI76etGyjOQ7WZCL8WOEiFyXXrHvhrRypZo0F2lqWV_Y1MoUNlgh9nDdhcEC9ijNtg_1OXpnWy1pbgQdL5zkQrTAhsu9inidRjjSHg1yo_MXUoZRhZDhP-u6ZbsUpDLi5jBnKM5iJgQD8wwhVgOtBKtrZU6MXvTdggV9cm7AFXI6ejnrIuX7jP7JkOxGQb9SJsQsvu8ZRKZGmeQjQmIzCa0-3ERAGW3EjXiexQCUG3MdlzAzhDgNVnyvXjt-01LDtvFBmKJYuy2EUHzYqup4cgkFK_1MK-Ppu8FhJaC6hoiRI70KkR_MzLn1iBnVI8he0XYEBXq-y3L_bwUf-xtGtkfA70tjqaaIbR45bCkQTX2rovhgpgTCq8z0-Pri&p=27&fvj=0&vjs=3,1,,,,1,,,,1,1,,,,,,,1,,,,,,,,,,,,1,1,1,,,,,,1,1,1,,,1
140,Manager- Data Science,https://www.indeed.ca/company/Nielsen/jobs/Manager-9851e40c176e4c80?fccid=683f563b5cc25b70&vjs=3,,,,,1,,1,,1,,,,,,1,,1,,,,,,,,,,,,,1,1,1,1,,,,1,1,,,,
141,"Director, Data Science Initiatives",https://www.indeed.ca/rc/clk?jk=87253c3ac2cc70b0&fccid=4271edc9c2f82254&vjs=3,1,1,,,1,1,,,1,,,,,,1,,1,,,,,,,,,,,,,1,1,1,,,,1,1,,1,,,
142,MACHINE LEARNING ENGINEER (SOPHI),https://www.indeed.ca/rc/clk?jk=bd105888c7895767&fccid=2c209e080b2e73f5&vjs=3,1,1,,,,,,,1,,,1,1,,1,,1,,,,1,,,,,1,,,1,,,,1,,,,,,,1,,
143,"Deep Learning Intern, Content & Technology - Summer 2020",https://www.indeed.ca/rc/clk?jk=0aa28b07356838e6&fccid=c267f29f0f85e8b8&vjs=3,,1,,,,1,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,"Student Intern, Data Analyst & Quote Controller",https://www.indeed.ca/rc/clk?jk=3c86a75fe08d23c0&fccid=e7e593a18b26fee3&vjs=3,,,,,1,,1,,,,,,,,1,,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,
145,Senior Data Scientist,https://www.indeed.ca/rc/clk?jk=7a50abd08ae72e75&fccid=3d38508546395f15&vjs=3,1,1,,1,1,1,1,,1,,,,,,,,1,,,,1,,,1,,,,,,1,1,,,,,,1,1,1,1,,
146,Senior Data Scientist – Model Validation & Governance,https://www.indeed.ca/rc/clk?jk=4a0cb4546a7e1d11&fccid=935bdcc8ea6ea513&vjs=3,1,1,1,,1,,1,,1,1,,,,,1,,1,,,,,,,,,,,,1,1,1,,,1,,,1,1,1,,,
147,PRODUCT DESIGNER (DIGITAL AND DATA SCIENCE),https://www.indeed.ca/rc/clk?jk=ca10f78a0ec39857&fccid=2c209e080b2e73f5&vjs=3,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,
148,Business Intelligence Engineer,https://www.indeed.ca/rc/clk?jk=4442f29c9e047e57&fccid=d70f4f0ef2567fb8&vjs=3,1,,,1,1,1,1,,1,,,,,,1,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,
149,Advanced Analytics Manager - RBC Ventures,https://www.indeed.ca/rc/clk?jk=f7cd71fafb731c93&fccid=537b899e30af3338&vjs=3,1,1,,1,1,,1,,1,1,,,,,1,,1,1,,,,,,,,,,,,1,1,1,,,,,1,1,,,,
150,Senior Data Analyst - SimCorp,https://www.indeed.ca/rc/clk?jk=603d92581521a41b&fccid=935bdcc8ea6ea513&vjs=3,,1,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,1,,,1,1,,,,
151,Business Intelligence Engineer,https://www.indeed.ca/rc/clk?jk=7cbdc1a66e026809&fccid=4854e96460a20478&vjs=3,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,1,1,,,,,1,1,,,,
152,Senior Data Scientist,https://www.indeed.ca/rc/clk?jk=b1295189da84b6ac&fccid=3a429036b3725efa&vjs=3,1,,1,,1,1,1,,1,1,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,
153,Machine Learning Engineer / Data Analyst,https://www.indeed.ca/rc/clk?jk=23d587a7006833fa&fccid=dd616958bd9ddc12&vjs=3,1,,1,,,1,1,,1,1,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,,
154,Data Analytical Specialist/Scientist for Network Technology & Security,https://www.indeed.ca/rc/clk?jk=3866ca7429fd09f5&fccid=50f7dae6edfd9634&vjs=3,1,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,
155,Senior Big Data Developer,https://www.indeed.ca/rc/clk?jk=36c3ea808aec0f04&fccid=4c22ae79cf9a9685&vjs=3,1,1,,1,1,1,,,,,,1,,,1,,1,,,,,,,,,,,1,1,1,,,,,,,,,,,,
156,SENIOR DATA ANALYST & INTEGRATOR (Data Engineering),https://www.indeed.ca/rc/clk?jk=01c5f64e041806a9&fccid=f2087b51205d4920&vjs=3,1,1,,1,1,1,1,,1,1,,,1,,1,,1,1,,,,,,,,,,,1,1,1,1,,,,1,1,,,,,
157,Research Scientist - Deep Learning,https://www.indeed.ca/rc/clk?jk=819693e61b165a29&fccid=c267f29f0f85e8b8&vjs=3,,1,,,,1,1,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,
158,Machine Learning Careers @ QUALCOMM Canada,https://www.indeed.ca/rc/clk?jk=ebb7e6ef37a92b0b&fccid=d40ebe11fc879426&vjs=3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Senior Data Analyst,https://www.indeed.ca/rc/clk?jk=e75d711873fd6d47&fccid=1840655dc2c95c6f&vjs=3,1,,,1,1,,1,,,,,,,,1,,1,,,,1,,,,,,,,,,1,,,,,,1,,,,,
160,Senior Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DPvDrY7fOi7IBjGen6Dx7RXxfTf3xqH9cPvuoqrlxtCEWGirnFmPeDqLmC0lmmv53RT4c7TfVaEeCaKVRyV_uwnQ0WZWsfo1bn6WZeEBuu9sU3EZXbsctoqXEI3pYPLgSyBty4p-CKJVlNJuqhH5RgZux2kej8PJgnpdx0xJ87ah2vXPTX0Ssx4GhqMyTUECRFjYObheloSmZfaYBbiMtppGZp71vh3JV0PhEORUtGTpk0-TJb6k8U8zNd28OMnP5cIIa5Xz1JFsiwHj5Qj5vLHHC-SDy2cmGxH_Osw5GmNoVBGD2gH8AYsvCTZiC7umTQtuV2GvDLhBcOz-nuE8UAuniEFG1xQb8arE-9BhsYKfe9GX204OgNE3XWFHQiUPE6IA69aOlalbLPkk6wyU6KCFGOg4hhyS8cWzjt7X75gwj_HOPS40K7hgiU86Dc1M4ISUMIIQgSCe_KbemIzHzLHG91Phd9sspM-D-8bZGFNnoDQzEgFiL4RNXAYwjQYqK9J43PYABsbr9lHrYGybB8QDwdgQs5yH_nT8yO6mYyP5_W3Rd2sCKE6gG7q3znaJk=&p=20&fvj=0&vjs=3,1,,1,,1,1,1,,1,1,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,
