,Job_Name,Link,Job_Location,Mathematics,Statistics,Linear Algebra,Python,R,Java,Scala,C/C++,MATLAB,Excel,SAS,Object-oriented programming,SQL/databases,NoSQL,SPSS,Stata,Access,Data Mining/Analytics,Visualisation,Tableau,Power BI,Matplot,Machine Learning,KNN,SVM,K-means,Multivariate Analysis,Regression,Classification,NLP,Deep Learning,Time-series,Simulation,Big Data,AWS Cloud,Google Cloud,Databricks,Azure,IBM Cloud,API,Operations research,DevOps,Git,SDLC,Critical Thinking,Effective Communication,Problem Solving,Team building,Work Ethic,Project Management,Time Management,Management,Innovation,Leadership,Decision Making,Consulting
157,"Sp??cialiste NLP, science des donn??es",https://www.indeed.ca/rc/clk?jk=992fc70003c72264&fccid=6d9b8e75dfffb17e&vjs=3,Montreal,,,,1,,,1,1,,1,,,1,1,,,1,,,,,,1,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,
158,Natural Language Processing / Machine Learning Specialist 3141518,https://www.indeed.ca/rc/clk?jk=d5c16e55d1aab861&fccid=0c39fb2c91742dcf&vjs=3,Montreal,1,1,,1,1,1,1,,,1,,,,,,,,1,,,,,1,,,,,,,1,1,,,1,,,,,,,,,1,,1,1,,,1,,,1,,,,
159,Apprentissage automatique pour le comportement des utilisateurs/ Research intern -- Machine learning for user behavior,https://www.indeed.ca/rc/clk?jk=dc1ec50492c4e72c&fccid=734cb5a01ee60f80&vjs=3,Montreal,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,1,,1,
160,Postdoctoral Fellowship - Deep Learning Assisted Speech & Audio Signals,https://www.indeed.ca/company/Concordia-University/jobs/Postdoctoral-Fellowship-972fa5e4d583e902?fccid=3862705bba5916ee&vjs=3,Montreal,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,
161,"Senior developer Backend AWS IoT, Machine Learning & AI",https://www.indeed.ca/rc/clk?jk=d1440a9212da15d0&fccid=6f3228bb1fd5a299&vjs=3,Montreal,,,,1,,,1,1,,,,,1,1,,,,1,,,,,1,,,,,,,,,,,1,1,,,,,,,1,,1,,,1,,,,,1,1,1,,
162,Sp??cialiste en apprentissage automatique senior / Sr. Machine Learning Specialist,https://www.indeed.ca/rc/clk?jk=1126c75b0be28689&fccid=58085decd34c3cfe&vjs=3,Montreal,1,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,
163,Senior Software Developer ?€? Analytics Platform Company,https://www.indeed.ca/rc/clk?jk=ecd11c61cc20be3b&fccid=8d08a26504cbffaa&vjs=3,Montreal,,,,1,1,,1,1,,,,,1,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,1,,,,1,,1,1,,,,,,,,1,
164,Assistant / Associate Research Professor in Artificial Intelligence-Deep Learning,https://www.indeed.ca/rc/clk?jk=9afe8adb667dad2f&fccid=b411342803771183&vjs=3,Montreal,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,1,1,,,
165,Data engineer - AI & Machine learning engineer - 288450,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BreR47D9bMWJ28XlwS8rs2_GIFY3-vSdy_Xwl-swcV-nLMwXF3u7ntxl6CekgI_C_eB9GynwrpNC04FgauBtdEorIjWa6_VdgYjzO89gg1CD3dXdcuXjHc2WPgrT30uttMk61HIwZXsobsTIjUbk_sfAoJJob926P1vSl1Hzocx__JAjMOojd-mSJr6BdP3YGNMFn8ofFQDJZkKq5e_OgkjjPJqEsJL9w0BJ-PdDCMU_ccfJgMrOOuqfXVFXJRfZdht0aRKnw4O33EZI8XZ5gYfzBsGnS6Wt8j3lyC0W-9mXnXx6J-4tTjtKdcKpkEH5xb5wKgqQGd-1mI2k_k_Z1yC5L-3a358DinThD7YKYXJGcqBjg_KQpV_Ff2z7O5Pgzq2pErYzCYMpf-CvHSogjM9mDD5gMUFzpciKjezb77tUyzcZ1Ic9IoVTeLWr1lwUpmbYfFoxHQtmErE9vfH9EmWXLVskjfCg_bRS4IgAL68Kis-VfDKC6LPyHeUcv_1obACiTeHJ3MtEkGUmv1yXFP7NFAqeMHaAYPyXLqwVBIAsZTN7FBnsxZFf1Acn3qDIM-nzxBTg0EvgxjtUH0NP_MkOZ_29ITbN8=&p=20&fvj=0&vjs=3,Montreal,,,,1,,1,1,1,,,,,1,1,,,,,,,,,1,,,,,,,,1,,,1,1,1,1,1,,,1,,,1,,,,,,1,,1,,1,,1
166,Senior Software Developer ?€? Analytics Platform Company,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BJik0eOC2RiRcwALxZHhvolY0CiBGpIrD3jqHmT6hgcj9GGUq3nwzxcDRn3ID9hoUelTql7XLvjXXieaKSYBUQYiPnwCvYDwEvGKuz4sBQU9hNeQbD3c0h5ExBZvmk-lfT28S97B2h4XYIHdZkfSwP-lmB7rOu99L3VbjklbvbE1uwJAjK1Jr4LCDfJ9_LeaLOBIpSe4OjAiqBL0CBUxn2_kFVpafAB9tHdzEzKFPnvA4FulT-vka0uh3ZnsYpnxIdlIzx_vNd7bECXJiL9MYv0OrTlgE5gY931KRuts2NyT45hAmg9ZWjg5EfZOZAcjw3sk5YNQmXZEZDL5IQKjZqqopT1pY-4Vu8BKnKIGaUMCaL5rRd5nB_v8I_IkR6PvzsrTeTwsuozvLSlAZxZap7HdSctATZEG0K3NUMBa2shfUvUKIwY8apBhYLC5KbGhqe7Ci2hVhQ7a0ChI4VGAU5W2y96x9Gb90adF9Ztijo_yNgY88z8Qh4B6WdvSDcHtWRVTPorwP8RoFMXM0Bt2dpzKyQKVZQeU7jMm21Ika-y7Gl-idaCZ1ZOd8ohmcB5Q8=&p=21&fvj=0&vjs=3,Montreal,,,,1,1,,1,1,,,,,1,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,1,,,,1,1,1,1,,,,,,,,1,
167,Scientifique des donn??es g??n??raliste / Data Scientist Generalist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0D4txbjH7ro9xYYrOeCAZxmIEAGZhBq5gXmyVMSZSr-Y-uHReKII_9YbpCP9IYRrOJzJg2RpsHIS4N035vvNzG6zZdGqtnzyFqXJTFZ2IRRKjKCFdn147ynsZUT8Pvq7oJ2EMP8gCZu1Hq_QRRlmDMxa2yabfj54cjUChYkg7g-IAfeUwc8b--58yMhEzqetVQXhF4NDwfXRF1nJMlf2aQdU57f7sIdFUskkNPjMiOSsFAKEbRTMJhgAqZi_J0EnChWBYoREb3GnzZRONAZWJqfUHUYzqWksb3RHXWFez26Rsimz8BuChxIgbeXgZYJDXg7XE3CgnbUJBwAU4236nSSo_QZJ1f9iOgRCTTYQWYjUpUdntzmuUOq9wAMRZSPmiykLAQhpUrQjtHbNt79a0Sifc-N9lJ1XDPMcSs7QLo4Qk0nWFLkPSAYK8JugSZUacKL9gj1lJgfOqebPXZdeWNkO2swQtKOTeXMwQRJrsgCuXOmB4dfwDzZxyQTr9jLeErRRasBExymGDH-4Jm468kWUdVUxq8mpmdZbVC7EX2yIw==&p=22&fvj=1&vjs=3,Montreal,,,,,,,,,,1,,,1,1,,,,1,,1,1,,1,,1,,,,,,1,,,,,,,,,,,,,,1,1,1,1,,,,,1,1,,
168,Data Scientist - Price Point - Start-up company,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BJik0eOC2RiRcwALxZHhvolY0CiBGpIrD3jqHmT6hgcj9GGUq3nwzxcDRn3ID9hoVNHpFJfiMZVCuhUhnYmjGeEdm7m5_x3C66s6_GWlkF4sDY6E3Wzq9dIaI3-D43z1A3dJbiYB0SH5A18yiDJi3D9iSuEV8CnUzWg7tCKqTjCqyg-lYmpB5leEc10C2zIQisxZMX77joIzoM8_RjBoaB_tidd6OkLAmKMifGFOGIHVGLo3a1jZTujsfouZNSSaX-Bo5IjtoYj92v17IyzF8MEj-B4xZru_Yyrfj1_JeSE_ATb5wP9tKvJBroY1csdxM83APWmIJK--fef-SAft1hHhbTD-J87VmzGHuxshVWVCtMc4IqNsUP23xtmsiZcj2EFvrzpAhjwxcihJ6JZF_AWNXnsBT8TPtKZk5Wzl0abH27YIPu85OStLoZU6VWt81yuENcQ9kHvlBQjtBXAPhg-HA3FuCjIcaSJYnhtWbz1mKsHpTAZSWg0SmR97c2s-xNRkSz7LekKH3cefUyQkX2Joameb0k39es2WATr9XbIifuZparV2OjvucTHIUSws3HhwloPcjpAw==&p=23&fvj=0&vjs=3,Montreal,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
169,ML Product Owner / Data Analyst,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CDcu8ogXRoN9QHj5cFxdvYgI3vgl5QADb-mUQIfZmECfZyGJmSVfJ_x7olgg9Kxhjgvq4gsEHjcz3vQnIGORuPdq4WxW1H4FQqGsrPGreQx9fsDYP90n9Ra0soHOAju5OV3BAA5AKj6nSG03ySlB0Sa04OxNfqJYVCP_C3TPB0tvB_RL2MQioj4bK0mIBaTQ-SjY5dZvxIFdXuICrQ2v_6XObAyhcjxAlC4ro2PoI4pB-DbF77HB9hUjsDpUNNJMnJB5LUsLISOun0UfoCu7khaiWXU6-dmIym6xXyOkIinTiHxeGaciGN-1Sjg_u6L7LN_KB7ru9nGn4pSmY4p_NCPkX1hrZWLnOV1WTPh4_H90TSFPhEWj0AXb5UHZHVPaXSFnZ-Fvm6tO-A7SZfcb8jAQmvzzT0hXW1wuRf7ysDd6fq-A3a3bV7YCexULL2P5WoLbUwdfLAp5dSPa2SKT-s&p=24&fvj=1&vjs=3,Montreal,1,,,1,,1,,,,1,,,1,,,,,1,1,1,,,1,,,,,,,,1,,,1,,1,,,,,1,1,1,1,1,1,,,,,,1,1,1,,
