,Job_Name,Link,Job_Location,Mathematics,Statistics,Linear Algebra,Python,R,Java,Scala,C/C++,MATLAB,Excel,SAS,Object-oriented programming,SQL/databases,NoSQL,SPSS,Stata,Access,Data Mining/Analytics,Visualisation,Tableau,Power BI,Matplot,Machine Learning,KNN,SVM,K-means,Multivariate Analysis,Regression,Classification,NLP,Deep Learning,Time-series,Simulation,Big Data,AWS Cloud,Google Cloud,Databricks,Azure,IBM Cloud,API,Operations research,DevOps,Git,SDLC,Critical Thinking,Effective Communication,Problem Solving,Team building,Work Ethic,Project Management,Time Management,Management,Innovation,Leadership,Decision Making,Consulting
84,Big Data Instructor,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CYMvVl1R3x4HhPmDe20s-Dsm8iEII5uyjFc-sLJEUXzLh2VAYLKF2jRQ5wKCQUQVEJBRfM7UITcbgLYL356kofBJUIJujXzN2DBReUeYkT1QzGkRR1PNVAGuESHqOPpvZdtigSrw45ao3-nzuu-x3yMyS3cTLhaTbB6EkBd7cmBY1Q206FYLDEBa-tc8Ht-5nWXBnLJ_PEtQmQJ8IRS8S8Pmrmk-ehBtQ4YXsUjyWd7Pv3QfpagYGHNZKO6oz7YM1c-VhEOUwTaQbCEfHOM1mK2VEoNcre_h74godcth-MrK1k0OQ4QfsTk7YiRNLrO9aZhU_COudjV53j71SQixfBnoZn8_FnTJ6bexGS_68HIU6UjVqOeiJ0uPcgA2ltlZShzyZSqf57pFV-E4d2tFd8tE3HCTWBGlivqF01ZnvWKTHMUOy63awTaWCtbFpg_FaiQqMbCTOYyA==&p=1&fvj=1&vjs=3,Toronto,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,
85,Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0AXBtxsLe9m2KRj_jCBdk184ANefrLFEPSzBzUevTHxVwzdFFWiCuUFfaZuy5dwRaMj5mCL0UEU0zImT-niN5AwOtL7_oWvk0ODx5hsNu4bQngYuf22su9ZAmnXrFu6_RTciQEPhjyJuMTyRq5voyJQoLFiGOz0vYxEgL2oQm_XVq0JoSuVzvRsAYfpRy4BaUGdMvsq6xxhd0DpL74jqgnXCyJZhXTAShq85AnTjuVXimbhP4KkpWIxD1mu-T9H0A1_0VC46DG6vkQKUNX64MueQo10ZSQHelu6TQ4AyRdoh7EP1oYZE77z-azUxgDlpiJjgoq8sRNWBk4LAuT9Wy3bFVAGYrk-SHuHXIVFo-YWY2RtfTJ0yCR_J991Sb5OIhzFqLHcz9bVo4iHJfZyjypPyQFlxkJE5t1fjofGfhPbDzH1ZyzrPRTSrBguTbynFtHwBYjCUrc6fTk96UMaW3DP6q9u6UL1dWc=&p=2&fvj=1&vjs=3,Toronto,,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,,,,1,,,,
86,Python Data Scientist - Research and Engineering,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BFUzwZI7hB6sL3-1CSRuneG5TadXY2WMHKQsf1P6r6k45m7TN6EVbfDXe_axt3BS7b6n5egkEfAym44vnFG7hMQfQR9CMQJY7kizhXvr3KH6LDtowaKUEt7PpbGXqDrHT7Jth6vyLAa51j_VZf5cBffg5pBda816ZUiy6m73uaszGk27W48vYtpLifGqdXp-CWQfBYGoX3teut2obAuEaZiRSWjnMaacFOsbqxjaWEB11oOGiHjJFbFazmxld7hakA4KiwdYk8pxhBcl0QJgh5S5upyyHpuDEgUNLT465YdlOv1AdcxDwtnfmrcCuwGmyVTEPCliYDWh6avp-V4FTAC6Xru81aE-rTj_gjcqHN5sq0aM0wIH5aJ8MAq-ydpWq-ijynYXfqWM3-0PzUCREFFlCThQBkIvJV703PYQe7TURnwCCXYbFmoErLH8tgGPW2Yt_SyhYrI4hNlroJHhlvspCGAKdFpHDp0ofyX3r9FA==&p=3&fvj=1&vjs=3,Toronto,1,1,,1,,,,,,,,,1,1,,,,1,1,,,1,1,,,,,,1,1,1,,,1,,,,,,1,,,,,,,,,,,,,1,1,,
87,Sr. Data Scientist - Application,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0AbcLYJH6EEU2hhfUhIe4V-wtZUPXOEfJh72XLwlGjJwXW5GoFa_FpE65OpWPukPdLKi2V5qzL6US9m9q6yJa59jJLt4-KraPsEeUNBepfi8JVt6oXx6r-1-Jtc8ABAFqohLli-zddMcpqdjksbFYufEDryffnwAroYC71m1pzIGWnpGNiKdjHPrgRItOQeIiuj56rUa5-EwZ0P68k3odHoSO-2nYgP4xF12WpylPr9Y19LtUVuFAHD9ha9EwwHY63hIqXptRJ71Npz6NKwqTpWeMwHAB3KV_kfv46HeAuW-MnRAESqcGiqKv6DjrxAGSLs_edpsVWeaJOuZK_567jUdfPobNIjqCspQHG0URcd5AbGnm30uk0GPIKdLeqpUai-JYdNXMKIkXNHzzSkaND-2RBx_PoqYOnlWt8yph17juWttNAhmbSW&p=4&fvj=0&vjs=3,Toronto,1,1,,1,,,,,,1,,,,,,,,1,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,1,1,,,1
88,Senior Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DPvDrY7fOi7IBjGen6Dx7RXxfTf3xqH9cPvuoqrlxtCEWGirnFmPeDqLmC0lmmv53RT4c7TfVaEeCaKVRyV_uwnQ0WZWsfo1bn6WZeEBuu9sU3EZXbsctoqXEI3pYPLgSyBty4p-CKJVlNJuqhH5RgZux2kej8PJh6nLV9gLHObqPgl03nPy4ManmcvCDV8JNCMW6Gmt7BmB-QWS4hNFpN5VfdV-urWvoksN_a36PQvNf2fZ1aYkQnFXHn3a_7MHAqg1sZO50ejcoR9AoFIvv8c3N63SUE25B8mWrROJ2-DQN9U1nz0jJLTZ6jyP7mELNAWgnnOzriTnR_ZjEtdbdeIZodydAmwHe0hOtaz_0lHdFEa3z2-uquGtr7k5V4zUiiSiMqmM1VOAoK3V4p4g3RUYnVhgFeNVmog743O5WrjkcLg9DZOqldswqhpEZRzCxMw6ztMc2nMgoqF676eblilLof91AIfsILnsCKjvf8rRCR9np_Gm9L6NxPjHlHEfec-x8h8a0WrR-xVvpdK2cgR1sAGba_A1pMj4S2x5QkNfbsba6rXcWFnk-tSZitFf8=&p=5&fvj=0&vjs=3,Toronto,1,1,,1,1,,,,,1,,,,,,,1,1,,,,,1,,,,,1,,1,1,,,,,,,,,,,,,,,1,1,,,,,1,,,,
89,"Senior Analytics Advisor, Data & Insights",https://www.indeed.ca/rc/clk?jk=79b73c2fd27eaabf&fccid=047c26a97a04fb5d&vjs=3,Toronto,1,1,,1,1,,1,,,1,,,1,,1,,,1,1,1,1,,1,,,,,,1,1,,1,,1,,,1,1,,1,,,1,,1,1,1,,,,,1,1,,1,
90,Big Data Developer,https://www.indeed.ca/rc/clk?jk=606cfdec60c2df3e&fccid=4c22ae79cf9a9685&vjs=3,Toronto,,,,,,,1,,,1,,,1,,,,,,1,,,,1,,,,,,,,1,,,1,,,,,,,,1,1,,1,,,,,,,,,,,
91,Data Scientist,https://www.indeed.ca/rc/clk?jk=ede5b31f905e13b1&fccid=1bf77f1dd2c2631f&vjs=3,Toronto,1,1,,1,1,,1,,,,,,1,,,,,1,1,1,,,1,,,,,1,1,,,1,1,1,1,,1,,,,,,1,,,,,,,,,,,,,
92,Data Scientist,https://www.indeed.ca/rc/clk?jk=39de5582a4da65c7&fccid=2c0a62ec8f3ae315&vjs=3,Toronto,,,,1,1,,,,,1,,,1,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,1,1,,1,,,,,,,
93,Senior Data Analyst,https://www.indeed.ca/rc/clk?jk=89ff3ce017711dd2&fccid=af33012bc464ab62&vjs=3,Toronto,,,,1,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,1,,,,1,,1,1,,,
94,Senior Data Scientist - Natural Language Processing (NLP),https://www.indeed.ca/rc/clk?jk=7de47385732d5e6b&fccid=ec55bde5facc64de&vjs=3,Toronto,,,,1,,,1,,,1,,,1,1,,,1,1,,,,,1,,,,,1,,1,1,,,1,1,,,,,1,,,,,1,1,,1,,,,1,,,,1
95,Learn more about our Digital Analytics team!,https://www.indeed.ca/rc/clk?jk=aa8153f46977e8a2&fccid=3002307a9e5b4706&vjs=3,Toronto,,,,1,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,1,,,,,,,,1,,,
96,Data Science Co-op,https://www.indeed.ca/rc/clk?jk=7dd3b1596e9063bf&fccid=1005cea9bf029d17&vjs=3,Toronto,,1,,1,,,,,,,,,1,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,
97,Principal Data Scientist,https://www.indeed.ca/rc/clk?jk=bf06f5c62c377793&fccid=510aa29fcf8f87d9&vjs=3,Toronto,1,1,,1,1,,1,,,,,,,,,,1,1,1,,,,1,,1,,,1,,,1,1,,1,,,,,,,1,,,,1,1,,,,,,,,1,1,
98,Principal NLP Scientist,https://www.indeed.ca/rc/clk?jk=fb461a65d46f15cf&fccid=9852e758cf195f01&vjs=3,Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,
99,PySpark Big Data Developer,https://www.indeed.ca/rc/clk?jk=ac06595f0acb262c&fccid=1e1b063b57efdd06&vjs=3,Toronto,,,,1,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,
100,"Senior Data Analyst, Marketing Analytics",https://www.indeed.ca/rc/clk?jk=95f11e784032c067&fccid=d9424d2494bb17e7&vjs=3,Toronto,1,1,,1,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,1,,,,,1,,,,,,,1,,1,1,,,,,,,,1,,
101,Data Science Engineer,https://www.indeed.ca/rc/clk?jk=2c87bb9f4e38a36c&fccid=4c22ae79cf9a9685&vjs=3,Toronto,,,,,,,,,,,,,1,,,,,1,1,,,,1,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,
102,Data Scientist/Time Series,https://www.indeed.ca/rc/clk?jk=e97e7d4b249d30c2&fccid=ca1eb7a6353c159a&vjs=3,Toronto,1,1,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,1,1,,1,,1
103,Data Science Specialist,https://www.indeed.ca/rc/clk?jk=360e51a261f05990&fccid=f9ed656b63c620fc&vjs=3,Toronto,,1,,1,1,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,
104,Machine Learning Engineer,https://www.indeed.ca/rc/clk?jk=a5d9dfc4a2cb3e8e&fccid=915b1c0ee87e5e8a&vjs=3,Toronto,1,1,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,
105,Machine Learning Engineer,https://www.indeed.ca/company/Adeptmind-Inc./jobs/Machine-Learning-Engineer-65bcf55f13bc7bbd?fccid=31196f4f50c270cb&vjs=3,Toronto,,,,1,,,,,,,,1,1,1,,,,1,,,,,1,,,,,,,1,1,,,1,,,,,,,,,1,1,,,,,,,,1,,,,
106,"Engineering Manager, Data Science",https://www.indeed.ca/rc/clk?jk=69173fa45bf65a86&fccid=a4813de415be0594&vjs=3,Toronto,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,1,1,1,,
107,Senior Data Scientist (NLP),https://www.indeed.ca/rc/clk?jk=1ff45a972fc8727d&fccid=935bdcc8ea6ea513&vjs=3,Toronto,,,,1,,,,1,,1,,,,,,,1,1,,,,,1,,,,,,1,1,1,,,1,,,,,,,,,1,,1,1,,,1,,,1,1,1,,1
108,"Data Scientist, Supply Chain/Customer Profitability",https://www.indeed.ca/rc/clk?jk=e1453dc3f640c130&fccid=5fb424bf650ac38a&vjs=3,Toronto,,,,1,,,,,,,,,1,,,,,1,,1,,,1,1,,,,,,,,,,1,,1,,,,,,,1,,,1,,,,,,1,,,,
109,Data Scientist - Price Point ?€? Start-up company,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BJik0eOC2RiRcwALxZHhvolY0CiBGpIrD3jqHmT6hgcj9GGUq3nwzxcDRn3ID9hoVNHpFJfiMZVEii0Cjbtagb3mhNDEo_oIHpFMg9rCWYzYfQN4HIi5Iz2oA57hgnhTPzzOvyQ_a7LX3zRK22bHJRRSaN0PAPBBB3IrcOYUTwEUMd0FP0en9Sk098rovFZKt8ERq2oZFhjNSkU-FIY4qVxG1yNs05Mv8n9LQEkZLzMp3tBkAOWKmOnFy3r9mBl-jgpA6jGRpZRZ2EpM1r14ov3UD9k_E_BcpOtyjX0d6zUey-vbblXjaExwrgPj7cUbZfQHnUStqBKyTWxSxmSbhmoxndYo51QhRnli99DjXcI-IENJddHKJxfOXD6IdhC_M0BlAFvlL_z6hixKL5CqakCPud056o8xjKJV4di9a7BUfn5gnp1nsoi_S7C5CI66rYPFfKdBRTj-Iy3qBxxXpPzgkvO8Ff9IkUwFKTeF7hAzFEftquSXigJg3Ws9ezjk3JNHKPclqgRNr68oXmATo84IxqH2mIRYSSvLAYH1vhpxGlgQbt8PZllmR9l3BksIbYdP33MEs6vQ==&p=26&fvj=0&vjs=3,Toronto,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
110,"Data Scientist, Financial Crimes and Cybersecurity, Senior Associate",https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CFuo8Y6gfchSUHQ1--N7NldjQkI7yBNtHdUdaTqsTp_wgBx-mCezkojpE1FqImCDcdMpTknceFKa1yqHEfg7eAzIRiEPi0KnsHBrUZqxbRZ7zRnwJLbU1gJumxWF0-bCwuOKher6Wuzrh9SqRxKGwEK4lbWtiFYzc44t4Omx8wUIV1db2kvEW4nzNdtIdeZA3xwm-7ZbRXgfyw7hrVyNO_3gOIi3cBWOhhrAoMgWPT1Q1aid5gcY39MSPVUuIVPJjWSttHvHbHjFo8ceTQvtmvnBAACyY-yP7iQ7_kO75Gw7CAAJ0pyLUusl6KoM7MthtnN51qbaL2vzSIJi8twbPSTFQY2cCkLE5yNO7O5WtcmNW8P81hacOU2E359SC9EAe-0b5rrZ4KC17enSyKMgQAR0YC9FDGw4UFfUh9xnwLANqpyrBOzJBDsHUnaMlsVE9QgkdzuBKDNDDRB0cKa9zF9mkO73QluIHxFxOmf66LpqkwqWz2Xex3Y7a4eE2spoKmIqmuVWoShGCQoCmdMisTVa-HAgNpZNolMn8her_t3-Oq_nYECtSkD7fiHoDQQYqNGnkMvsa1QnsxpDF79RGulo-7Q2YntrZObQlT8bic2areix-p69Ck&p=27&fvj=0&vjs=3,Toronto,,,,1,1,,,,,,,,1,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,1,1,1,,1
111,Machine Learning Engineer,https://www.indeed.ca/company/Adeptmind-Inc./jobs/Machine-Learning-Engineer-65bcf55f13bc7bbd?fccid=31196f4f50c270cb&vjs=3,Toronto,,,,1,,,,,,,,1,1,1,,,,1,,,,,1,,,,,,,1,1,,,1,,,,,,,,,1,1,,,,,,,,1,,,,
112,Data Scientist,https://www.indeed.ca/rc/clk?jk=34061b2217ec0d08&fccid=3a429036b3725efa&vjs=3,Toronto,1,1,,1,1,,,,,1,,,,,,,1,1,,,,,1,,,,,1,,1,1,,,,,,,,,,,,,,,1,1,,,,,1,,,,
113,"Data Scientist, Team Lead",https://www.indeed.ca/rc/clk?jk=a51f29616f2d869d&fccid=2dd390c3a48a7ed0&vjs=3,Toronto,1,1,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,1,,,,,1,1,,1,,,1,,,,1,1,,,,,,,,,,
114,Senior Data Scientist,https://www.indeed.ca/rc/clk?jk=9a574d345ef30465&fccid=8b6902cf5e1e68e5&vjs=3,Toronto,,1,,,,,1,,,,,,,,,,,1,1,,,,1,,,,,,,,1,,,,1,1,,1,,,,,,,1,,,,,,,,,1,1,
115,Machine Learning-Summer Internship,https://www.indeed.ca/company/Prepr/jobs/Machine-Learning-Summer-Internship-d6ff4ff86e1e7eab?fccid=24082777b27d1326&vjs=3,Toronto,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
116,"Data Scientist - Coop (Mississauga, ON)",https://www.indeed.ca/rc/clk?jk=bd1f9ff62ded72e6&fccid=de71a49b535e21cb&vjs=3,Toronto,1,,,1,,,1,,,1,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,1,,,1,,,1,1,,,,,,,1,1,,1
117,SENIOR DATA SCIENTIST (DIGITAL AND DATA SCIENCE),https://www.indeed.ca/rc/clk?jk=2f09aad511e9553a&fccid=2c209e080b2e73f5&vjs=3,Toronto,1,1,,1,,1,1,,,,,,,,,,1,,,,,,1,,,,,,1,,1,,,,,,,,,,,,1,,1,1,,,,,,,1,,,
118,Big Data Developer (Cloud),https://www.indeed.ca/company/StackPros-Inc./jobs/Big-Data-Developer-84246ab5e79a7a7d?fccid=efee8d7cab418992&vjs=3,Toronto,,,,1,,,1,,,1,,,1,,,,,1,1,,,,1,,,,,,,,1,,,1,1,,,,,,,1,1,,1,,,,,,,,,,,
119,Part-Time Data Science Instructor,https://www.indeed.ca/rc/clk?jk=ae589f4854531d77&fccid=a4cd0efa7775ecd2&vjs=3,Toronto,,1,,1,1,,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,1,,,
120,"SAP - Data and Analytics Specialist, Omnia AI",https://www.indeed.ca/rc/clk?jk=9d359a502bf3f63d&fccid=9e215d88a6b33622&vjs=3,Toronto,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,1,1,,
121,Data Science Analyst- Marketing,https://www.indeed.ca/rc/clk?jk=e771e2d86e3a9994&fccid=bc30630cfcc120d4&vjs=3,Toronto,1,1,,1,1,,,,,1,,,1,,,,1,1,1,,,,1,,,,,,,,1,,,1,1,,,,,,,,1,,1,1,,1,,,,1,1,1,,
122,Sr. Data Scientist,https://www.indeed.ca/rc/clk?jk=6c0bbe76522fb952&fccid=f714139b1e4f4df4&vjs=3,Toronto,1,1,,1,1,,1,,,,,,1,,,,1,1,,,,,1,,,,,,,1,1,,,1,1,1,,,,,1,,1,,,1,,,,,,1,1,,,
123,Data Analyst,https://www.indeed.ca/rc/clk?jk=176f175513be3181&fccid=14fcbdb0bd2b535f&vjs=3,Toronto,1,1,,1,,,,,,,,,1,,,,,1,1,1,,,,,,,,1,,,1,1,,1,,,,,,,,,,,1,,,1,,,,,1,,,
124,Applied Scientist,https://www.indeed.ca/rc/clk?jk=943895722cc59ae6&fccid=fe2d21eef233e94a&vjs=3,Toronto,,,,1,,,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,1,,,,
125,Data Analyst - Contract,https://www.indeed.ca/rc/clk?jk=838a6c018a0d182e&fccid=af33012bc464ab62&vjs=3,Toronto,1,1,,1,,,,,,1,,,1,,,,1,1,1,1,,1,1,,,,,,,,1,,,1,,,,,,,,,1,,,1,,,,,,,1,,,
126,Business Intelligence Analyst,https://www.indeed.ca/rc/clk?jk=212b672fe7b214fe&fccid=4854e96460a20478&vjs=3,Toronto,,,,,,,,,,,,,1,,,,1,1,1,1,1,,,,,,,,,,1,,,,,,,,,,,,,,1,1,1,,,,1,1,1,1,1,
127,Senior Data Scientist,https://www.indeed.ca/rc/clk?jk=7a50abd08ae72e75&fccid=3d38508546395f15&vjs=3,Toronto,1,1,,1,,,,,,,,,1,,,,,1,1,1,1,,1,,,,,1,1,,1,1,,1,1,,,1,,,,,,1,1,1,,,,,,1,1,1,,
128,"Applied Scientist, AI Applications - Deep Learning",https://www.indeed.ca/rc/clk?jk=352df2ae66f331c9&fccid=c267f29f0f85e8b8&vjs=3,Toronto,1,1,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,
129,Senior Data Analyst,https://www.indeed.ca/rc/clk?jk=dd2262031343eeb2&fccid=ea2f3473c53cb525&vjs=3,Toronto,1,1,,1,,,,,,1,,,1,,,,1,1,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,1,1,,,,,,,,1,1,1
130,Data Engineer - BI & Data Science,https://www.indeed.ca/rc/clk?jk=25dbbd3fbbdb8ba2&fccid=4e917d9a3b14765d&vjs=3,Toronto,1,1,,1,,1,1,,,,,,1,,,,1,,1,,,,1,,,,,,,,1,,,1,1,,,,,,,,1,1,,1,,,,,,1,,,,
131,Senior Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DPvDrY7fOi7IBjGen6Dx7RXxfTf3xqH9cPvuoqrlxtCEWGirnFmPeDqLmC0lmmv53RT4c7TfVaEeCaKVRyV_uwnQ0WZWsfo1bn6WZeEBuu9sU3EZXbsctoqXEI3pYPLgSyBty4p-CKJVlNJuqhH5RgZux2kej8PJh6nLV9gLHObnWNSKfuhwQ1fl1oDsvzHMJtX3ftDOD6_Bu-OGy_JLhh93pp34nCQOHZS2boDmd7QXOLMKJW9lSLniuNZbWMAM7DdPtGkJ6H6RZFdK9zQD8-eZKCCpBoNM0ehhJODBHHtxBaVbeLWz58rJuR-UqNmvj_lrOnJaooqGUllElr3uDLGJZsugv9nq-Hj8gvh1r3uO5jXbad4fi5boJ-IrsLWMVjIm3-fw-1SXdhBd9NLM0s8CZUzM7R4QiLTqpykSterrKbMtxXkUWIyzX3aFhY1Z7JlPHkJ0wN3TRaQp-ZSOp5AFiVufTua6edhc-VE6Tz-5l1j0FD0TfUR9O-R6SoDhY0y41sMa5EjO1EeLPAUuPsLiEjNokwWhgj8pY_6J1pY_MqMnNIz2jItZZ9qQTdTUk=&p=20&fvj=0&vjs=3,Toronto,1,1,,1,1,,,,,1,,,,,,,1,1,,,,,1,,,,,1,,1,1,,,,,,,,,,,,,,,1,1,,,,,1,,,,
132,Sr. Data Scientist - Application,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0AbcLYJH6EEU2hhfUhIe4V-wtZUPXOEfJh72XLwlGjJwXW5GoFa_FpE65OpWPukPdLKi2V5qzL6US9m9q6yJa59jJLt4-KraPsEeUNBepfi8JVt6oXx6r-1-Jtc8ABAFqohLli-zddMcpqdjksbFYufEDryffnwAroYC71m1pzIGUR8h8rMnhk89UjtpJphwa32Q1CZiI9YbO7EIDi7qGRb90y2GRB91evKI_BCt0AhV_O-WROCg1Weaq-ePverBpldd0MRwBvxRubmQZnaBqy7IG66olRXeegm4OHA6FGX2GacHJo5D60KWYtvuRBXgqePeyjOzwP19DNaqK727cKKJLBXwDS80JZWKra_vlWDGrHs5Eh7EiW1w5wuFm6Q9A4wkvV_eQYU9ZYJMhTQQv16FJ8P6KdRN0CgcvgqFOQNbBB8P1DEEVfm&p=21&fvj=0&vjs=3,Toronto,1,1,,1,,,,,,1,,,,,,,,1,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,1,1,,,1
133,Big Data Instructor,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CYMvVl1R3x4HhPmDe20s-Dsm8iEII5uyjFc-sLJEUXzLh2VAYLKF2jRQ5wKCQUQVEJBRfM7UITcbgLYL356kofBJUIJujXzN2DBReUeYkT1QzGkRR1PNVAGuESHqOPpvZdtigSrw45ao3-nzuu-x3yMyS3cTLhaTbB6EkBd7cmBY1Q206FYLDEtNyXSErgpxDE32P25P7AcMWU20rjsoyeLFsZKfhPh1jNEwwHRKvNkd9UGJWmPYiGsHsHz9ePEhwxxOA-N1FJP9L9HjwAgkQzlX6dHqnuOKlcoJ1dBjLazs6DfAPNk4nt7iayoEfuhHA0szTwALKMchYLXKK17OWzzCw-IoI3zxLwPrmGVmf497sltntm0cUPxklJ2pod-9N2lApMDqc2OmBu45xXHZNnhBzNOdAzAvWrvn5DLYsWRY4QOEkX_BKw4W3u28CpV7cHvakmp-JS-Q==&p=22&fvj=1&vjs=3,Toronto,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,
134,Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0AXBtxsLe9m2KRj_jCBdk184ANefrLFEPSzBzUevTHxVwzdFFWiCuUFfaZuy5dwRaMj5mCL0UEU0zImT-niN5AwOtL7_oWvk0ODx5hsNu4bQngYuf22su9ZAmnXrFu6_RTciQEPhjyJuMTyRq5voyJQoLFiGOz0vYxEgL2oQm_XVq0JoSuVzvRsp8qXnpwtS85rl8vSCyW4MGDfokCpjadCh6TeFKfyEPxYj7XBlZXyWnCf1J8vKI9W3k0hiaF5UsiYfWj8aNLKNIQiAGu3fERY_QZ0tm4bqaV64gL_yYD3g5e8_7DAnGNE8RLmUDMk-B1hUAY03ASvNcQKrEVfGdldCBVN1xUoqBAhC8yojQ0TfDDtbU98PliJvIPacOnwEt2TJNJzIaeali0eK2_Hmtsn4ydDoVTznZhUbZ1mbUogRwmAxT17yRJkxeSqyNazk6Zo6ERVCKS3KawhA7DgOdQtklEkpMDOInY=&p=23&fvj=1&vjs=3,Toronto,,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,,,,1,,,,
135,Python Data Scientist - Research and Engineering,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BFUzwZI7hB6sL3-1CSRuneG5TadXY2WMHKQsf1P6r6k45m7TN6EVbfDXe_axt3BS7b6n5egkEfAym44vnFG7hMQfQR9CMQJY7kizhXvr3KH6LDtowaKUEt7PpbGXqDrHT7Jth6vyLAa51j_VZf5cBffg5pBda816ZUiy6m73uaszGk27W48vYtpccCXtPUahFPsRtlY4KnIPoGVKVYVmXpfXAtnZM90l1lsY2P88UufLNXsNIG_aTopRHwxonQ3rq87Zk9ChAF6RnfvcyKfwMgWEoe186Dis50SmkpAJ9OYrm0SU6p4qRxrDfjN0ZxMTvHymjwrY0hqOZ-LiY7JA87d_MIANahWOiAuN_A1idPFVOwj3xrPyP8YpUuNOGXIb8F82pdL4aRdgcU-bDtprzPQsYWh1dfGw1m5OrFX24VVMj0Z0aO8FaMsmXSJB8mznGQ9NX5eoYExdssFvq5kxyATCvz4hogd84Hm5sEbnl7oQ==&p=24&fvj=1&vjs=3,Toronto,1,1,,1,,,,,,,,,1,1,,,,1,1,,,1,1,,,,,,1,1,1,,,1,,,,,,1,,,,,,,,,,,,,1,1,,
